Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Colourblindness,Hobbies - categories,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6276fb7923f9820683e31190,6153ae1e87ecf23bc773fd2d,APPROVED,Not Applicable,2022-05-07T23:06:33.143000Z,2022-05-07T23:19:43.717000Z,2022-05-09T15:27:25.072000Z,,791.0,175F631D,366,"English, Portuguese","Yes, I'm colourblind","Video Games, Health & Fitness, Science",23,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
6276fb81f6e48ceb1f113431,5c4d8a8734ee9300011d1dfa,APPROVED,Not Applicable,2022-05-07T23:06:47.604000Z,2022-05-07T23:23:24.996000Z,2022-05-09T15:27:25.223000Z,,998.0,175F631D,312,"Italian, English, Spanish","Yes, I'm colourblind","Video Games, Science",26,Male,White,Italy,Germany,Italy,Italian,No,Full-Time
6276fbba8604b248d473ed49,56dad6c711d0c5000b2b695b,APPROVED,Not Applicable,2022-05-07T23:07:44.703000Z,2022-05-07T23:34:49.477000Z,2022-05-09T15:27:25.382000Z,,1625.0,175F631D,1041,"English, French","Yes, I'm colourblind","Science, Mathematics",45,Male,White,Canada,Canada,Canada,French,No,Full-Time
6276fbdfcfccc231a0f0646e,616d1e53a356e5d661f2883d,TIMED-OUT,Not Applicable,2022-05-07T23:08:24.074000Z,,,,61073747.0,,161,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED
6276fcacabddb538268affdc,5f1fc5b5f0adf01ed9d74ba1,APPROVED,Not Applicable,2022-05-07T23:11:40.637000Z,2022-05-07T23:32:27.327000Z,2022-05-09T15:27:25.526000Z,,1247.0,175F631D,607,"Swedish, English","Yes, I'm colourblind","Art, Video Games, Music",32,Male,White,Sweden,Sweden,Sweden,Swedish,DATA_EXPIRED,DATA_EXPIRED
6276fcd29917f09c01d0818d,61546f2e7f85f7098d7c0a9c,APPROVED,Not Applicable,2022-05-07T23:12:18.499000Z,2022-05-07T23:34:56.809000Z,2022-05-09T15:27:25.707000Z,,1359.0,175F631D,261,"Polish, English, German, Russian","Yes, I'm colourblind","Art, Music, Video Games",20,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
6276fcdefdd822a5bb32f519,614c42908447ed39ec42efd5,APPROVED,Not Applicable,2022-05-07T23:12:51.677000Z,2022-05-07T23:39:42.531000Z,2022-05-09T15:27:25.863000Z,,1611.0,175F631D,301,"Portuguese, English","Yes, I'm colourblind","Travelling, Literature, Psychology",23,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Part-Time
6276fd0cc9a3d7f3b12cf22c,6150d88aa2b17d699c6ba42f,TIMED-OUT,Not Applicable,2022-05-07T23:13:22.302000Z,,,,61073450.0,,132,"Afrikaans, English","Yes, I'm colourblind","Sports, Video Games, Politics",30,Male,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,Full-Time
6276fd19c9a3d7f3b12cf22d,605b39ae0ae3413bae16c4d7,APPROVED,Not Applicable,2022-05-07T23:15:52.211000Z,2022-05-07T23:51:10.375000Z,2022-05-09T15:27:26.040000Z,,2119.0,175F631D,246,English,"Yes, I'm colourblind","Entrepreneurship, Literature, Music",24,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,Yes,Unemployed (and job seeking)
6276fd2ab189ff665f101aae,605ddb3c61e1ce50865c3874,APPROVED,Not Applicable,2022-05-07T23:14:01.219000Z,2022-05-07T23:36:43.416000Z,2022-05-09T15:27:26.222000Z,,1363.0,175F631D,202,"Portuguese, English","Yes, I'm colourblind","Music, Health & Fitness, Sports",25,Male,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED
6276fd3ff702c99e52fd7786,5f3dc15f3f4f6a1e4390d10a,APPROVED,Not Applicable,2022-05-07T23:14:12.527000Z,2022-05-07T23:28:00.806000Z,2022-05-09T15:27:26.335000Z,,829.0,175F631D,161,English,"Yes, I'm colourblind","Philosophy, Video Games, Literature",40,Male,White,United States,United States,United States,English,No,Full-Time
6276fe12abddb538268affe7,5dde4e9f355822db81d74885,APPROVED,Not Applicable,2022-05-07T23:17:38.291000Z,2022-05-07T23:36:04.800000Z,2022-05-09T15:27:26.501000Z,,1107.0,175F631D,421,English,DATA_EXPIRED,"Science, Music, Video Games",31,Male,White,Canada,Canada,Canada,English,DATA_EXPIRED,DATA_EXPIRED
6276fe5e4f2b119d55807df4,602691763444df34d0917731,APPROVED,Not Applicable,2022-05-07T23:19:07.427000Z,2022-05-07T23:53:51.678000Z,2022-05-09T15:27:26.643000Z,,2085.0,175F631D,86,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED
6276ff5c4660accda090dc95,5f9eb8c1c1dc8505f5f1bcd4,APPROVED,Not Applicable,2022-05-07T23:23:08.996000Z,2022-05-07T23:46:25.480000Z,2022-05-09T15:27:26.838000Z,,1397.0,175F631D,447,"English, Hungarian","Yes, I'm colourblind","Music, Video Games, Travelling",25,Male,White,Hungary,Hungary,Hungary,Hungarian,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
